version	upstream_sha	authority_kind	upstream_file	entry_id	line	branch_kind	condition_or_target	option_family	target_family	translation_unit	translation_target	translation_disposition	translation_behavior	evidence
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	make-rule-family	renderer/src/shaders/Makefile	d3d	498	rule-family	d3d	-	D3D/FXC-vs5+ps5+rootsig1.1	metal-shader-source-batch	crates/nuxie-renderer/build.rs	required	preserve-full-source-non-metal-rule	cpp:renderer/src/shaders/Makefile:498
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-01	44	If	args.ply_path	lexer-provider-path	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:44
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-02	50	If	sys.platform.startswith('win32') and args.ply_path[:2] == '/c'	lexer-provider-path	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:50
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-03	85	If	is_reference	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:85
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-04	88	If	name[0] == '@'	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:88
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-05	96	IfExp	arglist	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:96
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-06	98	IfExp	val	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:98
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-07	107	If	tok.ifdef_id[0] == '@'	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:107
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-08	115	If	tok.defined_id[0] == '@'	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:115
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-09	127	IfExp	val	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:127
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-10	351	If	name[0] == '@'	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:351
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-11	355	If	name[0] == '$'	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:355
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-12	392	IfExp	force_upper_case	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:392
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-13	395	If	not is_reserved_keyword(name) and (not name in used_new_names)	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:395
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-14	403	IfExp	args.human_readable or is_reserved_keyword(name)	human-readable-output	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:403
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-15	443	If	tok.type == 'DEFINE'	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:443
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-16	444	If	tok.define_arglist != None	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:444
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-17	446	If	tok.define_val != None	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:446
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-18	448	If	tok.type == 'DIRECTIVE'	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:448
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-19	449	If	tok.directive_val != None	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:449
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-20	451	If	tok.type == 'WHITESPACE' and len(self.tokens) > 0 and (self.tokens[-1].type == 'WHITESPACE')	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:451
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-21	470	If	tok.type == 'WHITESPACE'	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:470
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-22	471	If	args.human_readable	human-readable-output	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:471
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-23	480	If	is_directive and (not is_newline) and (calling_token_type != 'DEFINE')	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:480
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-24	482	If	needs_whitespace and lasttoken_needs_whitespace	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:482
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-25	489	If	tok.type == 'ID'	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:489
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-26	490	If	rgba_stpq_pattern.match(tok.value) and lasttoken.type == 'OP' and (lasttoken.value == '.')	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:490
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-27	498	If	tok.type == 'DEFINE'	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:498
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-28	501	If	tok.define_arglist != None	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:501
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-29	507	If	tok.define_val != None	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:507
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-30	514	If	tok.type == 'IFDEF'	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:514
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-31	520	If	tok.type == 'DEFINED_ID'	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:520
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-32	525	If	tok.type == 'DIRECTIVE'	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:525
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-33	527	If	tok.directive_val != None	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:527
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-34	539	If	not args.human_readable and is_directive and (not is_newline)	human-readable-output	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:539
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-35	550	If	preserve_exported_switches and identifier in exported_switches	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:550
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-36	579	If	ext != '.glsl'	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:579
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-37	584	If	args.msvc	msvc-header-output	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:584
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-38	599	IfExp	"ch != ""'"""	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:599
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-39	602	If	out_ch_count % CHAR_COUNT_PER_LINE == 0	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:602
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-40	612	If	not is_newline	algorithmic	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:612
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-41	635	If	not os.path.exists(args.outdir)	output-directory	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:635
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/minify.py	minify-42	638	If	not args.human_readable	human-readable-output	minify	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/shaders/	required	preserve-exact-branch	cpp:renderer/src/shaders/minify.py:638
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/metal/generate_draw_combinations.py	draw-generator-01	39	If	ENABLE_NESTED_CLIPPING in feature_set and ENABLE_CLIPPING not in feature_set	algorithmic	draw-generator	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/draw_combinations.rs;crates/nuxie-renderer/src/native_metal/shaders/draw_combinations.metal	required	preserve-exact-branch	cpp:renderer/src/shaders/metal/generate_draw_combinations.py:39
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/metal/generate_draw_combinations.py	draw-generator-02	41	If	ENABLE_HSL_BLEND_MODES in feature_set and ENABLE_ADVANCED_BLEND not in feature_set	algorithmic	draw-generator	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/draw_combinations.rs;crates/nuxie-renderer/src/native_metal/shaders/draw_combinations.metal	required	preserve-exact-branch	cpp:renderer/src/shaders/metal/generate_draw_combinations.py:41
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/metal/generate_draw_combinations.py	draw-generator-03	49	If	fragment_only_features.intersection(feature_set)	algorithmic	draw-generator	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/draw_combinations.rs;crates/nuxie-renderer/src/native_metal/shaders/draw_combinations.metal	required	preserve-exact-branch	cpp:renderer/src/shaders/metal/generate_draw_combinations.py:49
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/metal/generate_draw_combinations.py	draw-generator-04	73	If	shader_type == ShaderType.VERTEX	algorithmic	draw-generator	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/draw_combinations.rs;crates/nuxie-renderer/src/native_metal/shaders/draw_combinations.metal	required	preserve-exact-branch	cpp:renderer/src/shaders/metal/generate_draw_combinations.py:73
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/metal/generate_draw_combinations.py	draw-generator-05	78	If	draw_type == DrawType.IMAGE_MESH	algorithmic	draw-generator	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/draw_combinations.rs;crates/nuxie-renderer/src/native_metal/shaders/draw_combinations.metal	required	preserve-exact-branch	cpp:renderer/src/shaders/metal/generate_draw_combinations.py:78
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/metal/generate_draw_combinations.py	draw-generator-06	85	If	fill_type == FillType.CLOCKWISE	algorithmic	draw-generator	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/draw_combinations.rs;crates/nuxie-renderer/src/native_metal/shaders/draw_combinations.metal	required	preserve-exact-branch	cpp:renderer/src/shaders/metal/generate_draw_combinations.py:85
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/metal/generate_draw_combinations.py	draw-generator-07	87	If	draw_type == DrawType.PATH	algorithmic	draw-generator	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/draw_combinations.rs;crates/nuxie-renderer/src/native_metal/shaders/draw_combinations.metal	required	preserve-exact-branch	cpp:renderer/src/shaders/metal/generate_draw_combinations.py:87
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/metal/generate_draw_combinations.py	draw-generator-08	90	IfExp	fill_type == FillType.CLOCKWISE	algorithmic	draw-generator	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/draw_combinations.rs;crates/nuxie-renderer/src/native_metal/shaders/draw_combinations.metal	required	preserve-exact-branch	cpp:renderer/src/shaders/metal/generate_draw_combinations.py:90
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/metal/generate_draw_combinations.py	draw-generator-09	94	If	FEATHER_ATLAS_BLIT in feature_set	algorithmic	draw-generator	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/draw_combinations.rs;crates/nuxie-renderer/src/native_metal/shaders/draw_combinations.metal	required	preserve-exact-branch	cpp:renderer/src/shaders/metal/generate_draw_combinations.py:94
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/metal/generate_draw_combinations.py	draw-generator-10	112	If	shader_type == ShaderType.VERTEX	algorithmic	draw-generator	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/draw_combinations.rs;crates/nuxie-renderer/src/native_metal/shaders/draw_combinations.metal	required	preserve-exact-branch	cpp:renderer/src/shaders/metal/generate_draw_combinations.py:112
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	python-branch	renderer/src/shaders/metal/generate_draw_combinations.py	draw-generator-11	116	If	fill_type == FillType.CLOCKWISE	algorithmic	draw-generator	metal-shader-source-batch	crates/nuxie-renderer/src/native_metal/draw_combinations.rs;crates/nuxie-renderer/src/native_metal/shaders/draw_combinations.metal	required	preserve-exact-branch	cpp:renderer/src/shaders/metal/generate_draw_combinations.py:116
