version	upstream_sha	upstream_file	include_line	include_token	include_kind	configuration	source_resolution	correspondence_owner	mapping_status	remaining	evidence
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	include/rive/rive_types.hpp	61	cstdint	system	all	system:cstdint	toolchain:rust-std	prepared	Use the mapped owner; no partial local substitute.	cpp:include/rive/rive_types.hpp:61-61
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	include/rive/rive_types.hpp	62	memory	system	all	system:memory	toolchain:rust-std	prepared	Use the mapped owner; no partial local substitute.	cpp:include/rive/rive_types.hpp:62-62
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	include/rive/rive_types.hpp	63	type_traits	system	all	system:type_traits	toolchain:rust-std	prepared	Use the mapped owner; no partial local substitute.	cpp:include/rive/rive_types.hpp:63-63
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	include/rive/shapes/paint/image_sampler.hpp	4	stdint.h	system	all	system:stdint.h	toolchain:rust-std	prepared	Use the mapped owner; no partial local substitute.	cpp:include/rive/shapes/paint/image_sampler.hpp:4-4
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	include/utils/lite_rtti.hpp	18	utils/compile_time_string_hash.hpp	project	all	include/utils/compile_time_string_hash.hpp	rust:crates/nuxie-render-api/src/lib.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:include/utils/lite_rtti.hpp:18-18
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	include/utils/lite_rtti.hpp	19	rive/refcnt.hpp	project	all	include/rive/refcnt.hpp	unit:generic-refcnt	prepared	Use the mapped owner; no partial local substitute.	cpp:include/utils/lite_rtti.hpp:19-19
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	include/utils/lite_rtti.hpp	20	stdint.h	system	all	system:stdint.h	toolchain:rust-std	prepared	Use the mapped owner; no partial local substitute.	cpp:include/utils/lite_rtti.hpp:20-20
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	include/utils/lite_rtti.hpp	21	type_traits	system	all	system:type_traits	toolchain:rust-std	prepared	Use the mapped owner; no partial local substitute.	cpp:include/utils/lite_rtti.hpp:21-21
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/buffer_ring.hpp	7	rive/renderer/gpu.hpp	project	all	renderer/include/rive/renderer/gpu.hpp	unit:generic-gpu-contract	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/buffer_ring.hpp:7-7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/draw.hpp	7	rive/math/raw_path.hpp	project	all	include/rive/math/raw_path.hpp	rust:crates/nuxie-render-api/src/lib.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/draw.hpp:7-7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/draw.hpp	8	rive/renderer/gpu.hpp	project	all	renderer/include/rive/renderer/gpu.hpp	unit:generic-gpu-contract	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/draw.hpp:8-8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/draw.hpp	9	rive/renderer/render_context.hpp	project	all	renderer/include/rive/renderer/render_context.hpp	unit:generic-render-context-contract	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/draw.hpp:9-9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/draw.hpp	10	rive/renderer/fixed_queue.hpp	project	all	renderer/include/rive/renderer/fixed_queue.hpp	rust:crates/nuxie-renderer/src/draw.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/draw.hpp:10-10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/draw.hpp	11	rive/shapes/paint/stroke_cap.hpp	project	all	include/rive/shapes/paint/stroke_cap.hpp	rust:crates/nuxie-render-api/src/lib.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/draw.hpp:11-11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/draw.hpp	12	rive/shapes/paint/stroke_join.hpp	project	all	include/rive/shapes/paint/stroke_join.hpp	rust:crates/nuxie-render-api/src/lib.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/draw.hpp:12-12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/draw.hpp	13	rive/refcnt.hpp	project	all	include/rive/refcnt.hpp	unit:generic-refcnt	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/draw.hpp:13-13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	7	rive/enums.hpp	project	all	include/rive/enums.hpp	rust:crates/nuxie-render-api/src/lib.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/gpu.hpp:7-7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	8	rive/math/aabb.hpp	project	all	include/rive/math/aabb.hpp	rust:crates/nuxie-render-api/src/lib.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/gpu.hpp:8-8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	9	rive/math/bitwise.hpp	project	all	include/rive/math/bitwise.hpp	rust:crates/nuxie-renderer/src/gpu.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/gpu.hpp:9-9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	10	rive/math/mat2d.hpp	project	all	include/rive/math/mat2d.hpp	rust:crates/nuxie-render-api/src/lib.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/gpu.hpp:10-10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	11	rive/math/vec2d.hpp	project	all	include/rive/math/vec2d.hpp	rust:crates/nuxie-render-api/src/lib.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/gpu.hpp:11-11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	12	rive/math/simd.hpp	project	all	include/rive/math/simd.hpp	rust:crates/nuxie-renderer/src/gpu.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/gpu.hpp:12-12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	13	rive/shapes/paint/blend_mode.hpp	project	all	include/rive/shapes/paint/blend_mode.hpp	rust:crates/nuxie-render-api/src/lib.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/gpu.hpp:13-13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	14	rive/shapes/paint/color.hpp	project	all	include/rive/shapes/paint/color.hpp	rust:crates/nuxie-render-api/src/lib.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/gpu.hpp:14-14
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	15	rive/renderer/trivial_block_allocator.hpp	project	all	renderer/include/rive/renderer/trivial_block_allocator.hpp	rust:crates/nuxie-renderer/src/logical_frame.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/gpu.hpp:15-15
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	16	rive/shapes/paint/image_sampler.hpp	project	all	include/rive/shapes/paint/image_sampler.hpp	unit:generic-image-sampler	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/gpu.hpp:16-16
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	18	functional	system	all	system:functional	toolchain:rust-std	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/gpu.hpp:18-18
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	19	optional	system	all	system:optional	toolchain:rust-std	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/gpu.hpp:19-19
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_canvas.hpp	7	rive/refcnt.hpp	project	all	include/rive/refcnt.hpp	unit:generic-refcnt	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_canvas.hpp:7-7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_canvas.hpp	8	rive/renderer/render_target.hpp	project	all	renderer/include/rive/renderer/render_target.hpp	unit:generic-render-target	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_canvas.hpp:8-8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_canvas.hpp	9	rive/renderer/rive_render_image.hpp	project	all	renderer/include/rive/renderer/rive_render_image.hpp	unit:generic-texture-image	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_canvas.hpp:9-9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	7	rive/math/vec2d.hpp	project	all	include/rive/math/vec2d.hpp	rust:crates/nuxie-render-api/src/lib.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_context.hpp:7-7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	8	rive/renderer/gpu.hpp	project	all	renderer/include/rive/renderer/gpu.hpp	unit:generic-gpu-contract	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_context.hpp:8-8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	9	rive/renderer/rive_render_factory.hpp	project	all	renderer/include/rive/renderer/rive_render_factory.hpp	unit:generic-rive-render-factory	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_context.hpp:9-9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	11	rive/renderer/render_canvas.hpp	project	ifdef RIVE_CANVAS	renderer/include/rive/renderer/render_canvas.hpp	unit:generic-render-canvas	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_context.hpp:11-11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	12	rive/renderer/ore/ore_context.hpp	project	ifdef RIVE_CANVAS	renderer/include/rive/renderer/ore/ore_context.hpp	unit:ore-context-render-pass	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_context.hpp:12-12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	14	rive/renderer/render_target.hpp	project	all	renderer/include/rive/renderer/render_target.hpp	unit:generic-render-target	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_context.hpp:14-14
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	15	rive/renderer/shader_compilation_mode.hpp	project	all	renderer/include/rive/renderer/shader_compilation_mode.hpp	rust:crates/nuxie-renderer/src/native_metal/pipeline_cache.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_context.hpp:15-15
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	16	rive/renderer/sk_rectanizer_skyline.hpp	project	all	renderer/include/rive/renderer/sk_rectanizer_skyline.hpp	rust:crates/nuxie-renderer/src/skyline.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_context.hpp:16-16
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	17	rive/renderer/trivial_block_allocator.hpp	project	all	renderer/include/rive/renderer/trivial_block_allocator.hpp	rust:crates/nuxie-renderer/src/logical_frame.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_context.hpp:17-17
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	18	rive/shapes/paint/color.hpp	project	all	include/rive/shapes/paint/color.hpp	rust:crates/nuxie-render-api/src/lib.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_context.hpp:18-18
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	19	array	system	all	system:array	toolchain:rust-std	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_context.hpp:19-19
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	20	unordered_map	system	all	system:unordered_map	toolchain:rust-std	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_context.hpp:20-20
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_helper_impl.hpp	7	rive/renderer/render_context_impl.hpp	project	all	renderer/include/rive/renderer/render_context_impl.hpp	unit:generic-render-context-impl-contract	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_context_helper_impl.hpp:7-7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_helper_impl.hpp	8	rive/renderer/buffer_ring.hpp	project	all	renderer/include/rive/renderer/buffer_ring.hpp	unit:generic-buffer-ring	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_context_helper_impl.hpp:8-8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_helper_impl.hpp	9	chrono	system	all	system:chrono	toolchain:rust-std	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_context_helper_impl.hpp:9-9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_impl.hpp	7	rive/renderer/render_context.hpp	project	all	renderer/include/rive/renderer/render_context.hpp	unit:generic-render-context-contract	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_context_impl.hpp:7-7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_impl.hpp	8	rive/gpu_texture_format.hpp	project	all	include/rive/gpu_texture_format.hpp	unit:generic-gpu-texture-format	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_context_impl.hpp:8-8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_impl.hpp	11	memory	system	ifdef RIVE_CANVAS	system:memory	toolchain:rust-std	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_context_impl.hpp:11-11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_target.hpp	7	rive/refcnt.hpp	project	all	include/rive/refcnt.hpp	unit:generic-refcnt	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_target.hpp:7-7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_target.hpp	9	rive/math/aabb.hpp	project	all	include/rive/math/aabb.hpp	rust:crates/nuxie-render-api/src/lib.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_target.hpp:9-9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_target.hpp	10	rive/math/simd.hpp	project	all	include/rive/math/simd.hpp	rust:crates/nuxie-renderer/src/gpu.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/render_target.hpp:10-10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_render_buffer.hpp	7	rive/renderer.hpp	project	all	include/rive/renderer.hpp	unit:generic-renderer-contract	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/rive_render_buffer.hpp:7-7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_render_buffer.hpp	8	rive/renderer/gpu.hpp	project	all	renderer/include/rive/renderer/gpu.hpp	unit:generic-gpu-contract	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/rive_render_buffer.hpp:8-8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_render_factory.hpp	7	rive/factory.hpp	project	all	include/rive/factory.hpp	unit:generic-factory-contract	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/rive_render_factory.hpp:7-7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_render_image.hpp	7	rive/renderer.hpp	project	all	include/rive/renderer.hpp	unit:generic-renderer-contract	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/rive_render_image.hpp:7-7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_render_image.hpp	8	rive/renderer/texture.hpp	project	all	renderer/include/rive/renderer/texture.hpp	unit:generic-texture-image	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/rive_render_image.hpp:8-8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_render_image.hpp	10	emscripten.h	system	ifdef __EMSCRIPTEN__	system:emscripten.h	toolchain:rust-std	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/rive_render_image.hpp:10-10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_renderer.hpp	7	rive/math/raw_path.hpp	project	all	include/rive/math/raw_path.hpp	rust:crates/nuxie-render-api/src/lib.rs	prepared	Use the mapped owner; no partial local substitute.	cpp:renderer/include/rive/renderer/rive_renderer.hpp:7-7
